Power                   Time
543.5100919329097	0.256
543.5100919329097	0.268
543.5100919329097	0.28
543.5100919329097	0.292
543.5100919329097	0.304
543.5100919329097	0.316
543.5100919329097	0.328
543.5100919329097	0.34
543.5100919329097	0.352
543.5100919329097	0.364
543.5100919329097	0.376
543.5100919329097	0.388
543.5100919329097	0.4
543.5100919329097	0.412
543.5100919329097	0.424
543.5100919329097	0.436
543.5100919329097	0.448
543.5100919329097	0.46
543.5100919329097	0.472
543.5100919329097	0.484
543.5100919329097	0.496
543.5100919329097	0.508
543.5100919329097	0.52
543.5100919329097	0.532
543.5100919329097	0.544
543.5100919329097	0.556
543.5100919329097	0.568
543.5100919329097	0.58
543.5100919329097	0.592
543.5100919329097	0.604
543.5100919329097	0.616
543.5100919329097	0.628
543.5100919329097	0.64
543.5100919329097	0.652
543.5100919329097	0.664
543.5100919329097	0.676
543.5100919329097	0.688
543.5100919329097	0.7
543.5100919329097	0.712
543.5100919329097	0.724
543.5100919329097	0.736
543.5100919329097	0.748
543.5100919329097	0.76
543.5100919329097	0.772
543.5100919329097	0.784
543.5100919329097	0.796
543.5100919329097	0.808
543.5100919329097	0.82
543.5100919329097	0.832
543.5100919329097	0.844
543.5100919329097	0.856
543.5100919329097	0.868
543.5100919329097	0.88
543.5100919329097	0.892
543.5100919329097	0.904
543.5100919329097	0.916
543.5100919329097	0.928
543.5100919329097	0.94
543.5100919329097	0.952
543.5100919329097	0.964
543.5100919329097	0.976
543.5100919329097	0.988
543.5100919329097	1.0
543.5100919329097	1.012
543.5100919329097	1.024
543.5100919329097	1.036
543.5100919329097	1.048
543.5100919329097	1.06
543.5100919329097	1.072
543.5100919329097	1.084
543.5100919329097	1.096
543.5100919329097	1.108
543.5100919329097	1.12
543.5100919329097	1.132
543.5100919329097	1.144
543.5100919329097	1.156
543.5100919329097	1.168
543.5100919329097	1.18
543.5100919329097	1.192
543.5100919329097	1.204
543.5100919329097	1.216
543.5100919329097	1.228
543.5100919329097	1.24
543.5100919329097	1.252
543.5100919329097	1.264
543.5100919329097	1.276
543.5100919329097	1.288
543.5100919329097	1.3
543.5100919329097	1.312
543.5100919329097	1.324
543.5100919329097	1.336
543.5100919329097	1.348
543.5100919329097	1.36
543.5100919329097	1.372
543.5100919329097	1.384
543.5100919329097	1.396
543.5100919329097	1.408
543.5100919329097	1.42
543.5100919329097	1.432
543.5100919329097	1.444
543.5100919329097	1.456
543.5100919329097	1.468
543.5100919329097	1.48
543.5100919329097	1.492
543.5100919329097	1.504
543.5100919329097	1.516
543.5100919329097	1.528
543.5100919329097	1.54
543.5100919329097	1.552
543.5100919329097	1.564
543.5100919329097	1.576
543.5100919329097	1.588
543.5100919329097	1.6
543.5100919329097	1.612
543.5100919329097	1.624
543.5100919329097	1.636
543.5100919329097	1.648
543.5100919329097	1.66
543.5100919329097	1.672
543.5100919329097	1.684
543.5100919329097	1.696
543.5100919329097	1.708
543.5100919329097	1.72
543.5100919329097	1.732
543.5100919329097	1.744
543.5100919329097	1.756
543.5100919329097	1.768
543.5100919329097	1.78
543.5100919329097	1.792
543.5100919329097	1.804
543.5100919329097	1.816
543.5100919329097	1.828
543.5100919329097	1.84
543.5100919329097	1.852
543.5100919329097	1.864
543.5100919329097	1.876
543.5100919329097	1.888
543.5100919329097	1.9
543.5100919329097	1.912
543.5100919329097	1.924
543.5100919329097	1.936
543.5100919329097	1.948
543.5100919329097	1.96
543.5100919329097	1.972
543.5100919329097	1.984
543.5100919329097	1.996
543.5100919329097	2.008
543.5100919329097	2.02
543.5100919329097	2.032
543.5100919329097	2.044
543.5100919329097	2.056
544.1874907542887	2.068
544.9483628426246	2.08
545.8021620588531	2.092
546.7575590829076	2.104
547.8216817872426	2.116
548.9996104432987	2.128
550.2940857735516	2.14
551.7052901052967	2.152
553.2306348752687	2.164
554.864707197441	2.176
556.5996222967435	2.188
558.4257774452369	2.2
560.3327736385254	2.212
562.3101701234478	2.224
564.3478798715341	2.236
566.4361713745877	2.248
568.5654279034835	2.26
570.7260320624862	2.272
572.9087055417568	2.284
575.1052129373487	2.296
577.3092182868056	2.308
579.5168768685622	2.32
581.727015298903	2.332
583.9410334612772	2.344
586.1626427542916	2.356
588.3974742605791	2.368
590.6524963591339	2.38
592.9353353936533	2.392
595.2537134371097	2.404
597.615239521357	2.416
600.0273185233644	2.428
602.496891160841	2.44
605.0301687625553	2.452
607.6328117347693	2.464
610.3106041234813	2.476
613.0701573525574	2.488
615.919039045267	2.5
618.8649822583952	2.512
621.9144631869001	2.524
625.0715111056566	2.536
628.3373027832566	2.548
631.7105729910498	2.56
635.1883761965489	2.572
638.766709005952	2.584
642.4409098339332	2.596
646.205956330372	2.608
650.0567622528032	2.62
653.988498122356	2.632
657.9968231199358	2.644
662.0779852100725	2.656
666.2288846251345	2.668
670.4471771270562	2.68
674.7314780554631	2.692
679.0816333157005	2.704
683.4988722779711	2.716
687.9857020160848	2.728
692.5452844481115	2.74
697.1804155971508	2.752
701.8926497875938	2.764
706.6816582587081	2.776
711.5446831668038	2.788
716.476181868177	2.8
721.4678992577558	2.812
726.5092260518904	2.824
731.5877216126939	2.836
736.689655900752	2.848
741.8003114101266	2.86
746.9040315506666	2.872
751.9842731993401	2.884
757.0238739912797	2.896
762.005634462817	2.908
766.9130465027043	2.92
771.7310318438823	2.932
776.4466234940284	2.944
781.0494982809527	2.956
785.5321580994703	2.968
789.8896157098064	2.98
794.1186627952335	2.992
798.2170133160593	3.004
802.1825125169901	3.016
806.012461336652	3.028
809.7031793729009	3.04
